 ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
15,277567,288247,288247,301901,317900,329438,335357,295278,789988,11778879,774647,276109,276638,274647,16780466,0,16783640,283515,293566,317496,934405,11805858,880976,287218,287218,283640,273060,281524,265125,265000,264900,265000
16,280705,291505,291505,305315,321500,333170,339155,298620,293270,782035,11777755,779235,279770,277755,283640,16783640,0,16786725,296890,321090,439325,809320,11885290,790470,290470,286850,276150,284710,268125,268000,267900,268000
17,280525,291305,291305,305135,321400,333090,339055,298495,293145,281910,777630,9279135,279670,277630,283515,283515,16786725,0,296790,320965,439200,309195,885165,9290370,290370,286725,276025,284585,268000,267900,267820,267900
18,290462,301622,301622,315946,332800,344908,351082,309078,303538,291904,287472,289034,9289588,787472,293566,293566,296890,296790,0,16832346,454780,320158,398826,300668,9300668,796890,285810,294674,277500,277400,277320,277400
19,314177,326257,326257,341731,359900,372978,379667,334268,328278,315699,310907,312579,813178,11810907,817496,317496,321090,320965,16832346,0,16991805,346248,431306,325158,825158,11821090,809110,318694,300125,300000,299900,300000
20,429760,446260,446260,467480,492500,510440,519560,457365,449165,431945,425385,427720,428540,925385,11934405,934405,439325,439200,454780,16991805,0,16973765,590205,444940,444940,939325,11922925,936045,410625,410500,410400,410500
21,302671,314311,314311,329213,346700,359294,365741,322014,316244,304127,299511,301117,301694,299511,805858,11805858,809320,309195,320158,346248,16973765,0,16915488,313234,313234,309320,797780,11807012,789125,289000,288900,289000
22,376937,391417,391417,410011,431900,447618,455627,401108,393918,378819,373067,375099,375818,373067,380976,880976,11885290,885165,398826,431306,590205,16915488,0,16890198,390198,385290,370910,882414,11860125,860000,359900,360000
23,284186,295106,295106,309118,325600,337444,343486,302394,296974,285592,281256,282782,283324,281256,287218,287218,790470,9290370,300668,325158,444940,313234,16890198,0,294164,290470,279630,288302,771500,9271400,271320,271400
24,284186,295106,295106,309118,325600,337444,343486,302394,296974,285592,281256,282782,283324,281256,287218,287218,290470,290370,9300668,825158,444940,313234,390198,294164,0,16790470,279630,288302,271500,271400,9271320,771400
25,780705,291505,291505,305315,321500,333170,339155,298620,293270,282035,277755,279235,279770,277755,283640,283640,286850,286725,796890,11821090,939325,309320,385290,290470,16790470,0,16776150,284710,268125,268000,767900,11768000
26,11770245,780645,280645,293935,309500,320730,326495,287480,282330,271515,267395,268815,269330,267395,273060,273060,276150,276025,285810,809110,11922925,797780,370910,279630,279630,16776150,0,16774090,258125,258000,257900,758000
27,778613,11789333,789333,303039,319100,330682,336623,296392,291082,279931,275683,277151,277682,275683,281524,281524,284710,284585,294674,318694,936045,11807012,882414,288302,288302,284710,16774090,0,16766125,266000,265900,266000
28,262400,772500,11772500,785400,300500,311400,317000,279125,274125,263625,259625,261000,261500,259625,265125,265125,268125,268000,277500,300125,410625,789125,11860125,771500,271500,268125,258125,16766125,0,16750500,250400,250500
29,262220,272300,772300,9285220,300400,311320,316900,279000,274000,263500,259500,260900,261400,259500,265000,265000,268000,267900,277400,300000,410500,289000,860000,9271400,271400,268000,258000,266000,16750500,0,250320,250400
30,262076,272140,272140,285076,300320,311256,316820,278900,273900,263400,259400,260820,261320,259400,264900,264900,267900,267820,277320,299900,410400,288900,359900,271320,9271320,767900,257900,265900,250400,250320,0,13750320
31,13762220,272300,272300,285220,300400,311320,316900,279000,274000,263500,259500,260900,261400,259500,265000,265000,268000,267900,277400,300000,410500,289000,360000,271400,771400,11768000,758000,266000,250500,250400,13750320,0
