 ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
17,2964459,3010345,3012648,3042781,2972667,2955634,3007282,2977523,3007901,3034599,2982825,2980111,2988012,2976613,2979599,2986672,13214752,0,24728779,2947831,3042062,3032776,3007301,2980607,2973457,3041699,2981191,3017194,2987717,3012244,3024567,3035593,3024683,2992596,2995724,3001064,2986364,3024043,2985469,3027340,3017275,2998142,3036659,3028959,2970899,2947194,3024062,3028734,2982143,3032277,3009726,2979003,3007082,2988455,2961743,2992869,2986914,2955103,2947243,2970439,3028484,3014125,3020995,2991964,3022144,2958900,2956150,3013250,3042786,3010049,3016677,3009648
18,2997395,3029207,3031538,3061923,2991221,2974023,3026116,2996133,3025080,3060078,3001433,2998749,3006706,2995223,2999751,3003740,3017611,24728779,0,19508698,3051505,3056573,3021284,2999246,2992011,3054393,3006191,3036142,3006411,3029509,3029047,3046634,3042031,3027298,3012847,3013369,3005030,3043016,3004135,3046343,3021726,3016919,3063735,3039859,2989368,2978307,3054223,3033270,3007173,3051334,3034983,2999211,3025917,3000673,2986605,3005143,3005581,2978229,2983151,2988965,3047515,3026567,3038259,3010657,3047509,2977311,2974536,3040129,3061928,3020866,3027521,3028509
19,2966685,3010929,3005238,3035335,2965305,2948296,3007871,2970153,2995712,3028759,2975454,2982326,2987022,2969243,2965845,2977697,2991408,2947831,19508698,0,6425533,3022154,2995112,2973233,2966095,3026272,2973818,3009776,2980335,3000044,3002779,3032958,3015669,2985209,2986739,2995281,2986976,3024610,2978091,3019915,2995490,2990748,3029222,3005568,2963548,2939863,3032620,3006937,2976366,3024842,3002320,2971633,2999680,2982683,2954394,2977501,2979536,2942978,2939913,2963081,3021054,3000330,3015187,2992570,3016318,2951555,2948811,3005838,3035339,2994661,3001285,3002240
20,3039120,3086018,3096403,3122570,3060113,3036136,3084464,3053966,3086494,3111010,3065658,3055048,3072721,3059448,3047868,3060103,3082283,3042062,3051505,6425533,0,13321628,3077904,3055543,3056111,3110119,3064024,3093143,3062839,3083125,3085859,3103830,3095840,3067809,3069340,3085775,3061393,3100083,3060499,3103475,3078475,3073538,3121059,3088743,3045284,3021118,3100104,3090208,3065068,3118181,3086996,3053850,3082664,3056910,3036128,3059909,3085916,3024234,3021168,3045011,3104710,3091303,3096669,3067083,3114163,3033099,3030259,3089014,3120979,3085539,3084268,3085321
21,3039398,3086252,3088643,3119569,3047606,3030046,3083101,3068618,3085142,3111211,3061135,3055314,3069783,3051728,3048147,3060365,3082526,3032776,3056573,3022154,13321628,0,23017099,3063801,3048396,3110322,3064294,3101357,3063097,3083358,3086092,3104040,3096061,3068065,3069593,3070052,3069646,3100301,3060760,3103687,3078711,3073787,3113271,3088974,3045573,3021428,3100321,3090436,3060541,3115192,3098417,3063706,3082901,3065168,3044409,3060170,3062205,3024543,3021478,3045291,3108114,3083551,3088914,3083321,3106392,3044582,3030562,3102028,3129161,3077790,3084508,3085554
22,3012132,3058635,3060994,3091630,3020341,3010962,3055517,3033298,3051227,3089730,3037000,3035943,3035965,3024400,3025676,3032971,3054972,3007301,3021284,2995112,3077904,23017099,0,23825626,3021131,3082447,3028975,3065651,3035671,3055739,3058475,3076228,3068346,3048594,3050125,3042625,3034262,3072556,3041356,3083900,3055920,3049460,3093386,3061326,3031188,2994418,3072576,3062753,3034776,3080958,3058015,3026789,3056914,3036242,3009248,3032777,3034811,2997533,2994468,3018056,3081902,3063955,3069286,3039917,3070655,3011085,3003486,3071182,3094831,3055031,3066508,3064331
23,2990113,3036395,3038733,3069189,2998321,2981073,3049275,3003249,3037037,3060936,3008549,3020255,3013845,3002338,3002056,3018862,3024782,2980607,2999246,2973233,3055543,3063801,23825626,0,20099118,3060046,3006916,3043352,3021542,3033501,3042627,3061858,3046046,3018465,3019996,3020506,3020153,3050235,3011266,3059962,3028905,3024084,3070986,3047054,2999639,2972558,3056648,3040472,3007902,3058578,3042167,3006326,3033096,3015779,2993682,3020264,3012712,2975673,2972609,3004046,3061140,3033745,3039054,3017796,3048336,2984371,2981587,3050520,3077184,3031232,3034701,3035695
24,2982891,3029041,3031368,3061719,2991100,2973922,3041935,2996003,3021731,3053487,3001306,3000215,3014554,3007877,3002827,3003603,3025442,2973457,2992011,2966095,3056111,3048396,3021131,20099118,0,6069133,2999670,3035962,3006270,3026146,3030479,3054433,3045050,3012772,3012701,3013225,3004893,3050824,3003997,3047756,3021566,3024756,3055548,3031700,2989258,2965434,3044452,3033096,3000645,3059132,3028421,2997487,3025755,3008533,2980104,3019389,3013434,2968549,2970278,3000036,3048922,3034394,3039694,3018505,3040935,2978809,2988819,3031968,3069713,3020707,3027360,3028343
25,3043599,3098575,3092988,3124021,3051807,3034174,3095413,3064854,3091040,3115639,3070153,3059553,3067652,3055953,3060337,3064615,3080443,3041699,3054393,3026272,3110119,3110322,3082447,3060046,6069133,0,13276343,3097734,3067358,3087690,3090425,3108443,3100429,3073934,3073866,3074312,3065905,3104682,3065009,3116071,3091024,3084474,3119299,3093318,3057728,3025533,3104702,3094792,3061581,3113216,3097955,3066333,3088820,3069393,3040585,3064419,3066455,3028650,3033573,3049481,3109323,3087872,3093245,3079593,3102783,3039135,3041081,3098382,3127222,3082099,3088827,3099475
26,2990670,3036909,3039243,3069665,2998878,2981653,3033816,3003798,3029573,3074202,3012294,3006418,3025569,3007682,2999419,3011413,3031696,2981191,3006191,2973818,3064024,3064294,3028975,3006916,2999670,13276343,0,23605812,3026872,3038807,3044738,3054358,3046548,3025393,3020528,3029034,3012704,3055528,3011808,3054063,3029423,3024609,3063478,3039573,2997014,2973149,3063539,3040979,3008449,3059065,3036288,3005278,3047996,3008339,2987860,3019210,3021243,2984255,2973198,2996618,3055238,3034263,3044363,3018333,3048835,3000928,2982168,3047834,3069669,3036548,3035218,3042602
27,3026965,3080122,3076113,3106965,3035173,3017660,3070587,3040188,3066251,3098624,3045488,3042857,3050918,3045670,3035712,3047899,3076411,3017194,3036142,3009776,3093143,3101357,3065651,3043352,3035962,3097734,23605812,0,18170304,3074031,3073570,3091469,3083514,3071560,3057110,3057581,3055581,3092541,3048294,3102311,3070991,3061287,3100685,3076443,3033163,3009058,3090963,3084289,3044887,3104211,3073110,3041668,3070387,3051120,3024009,3047705,3049740,3012173,3009108,3040854,3092348,3071037,3087576,3062857,3085847,3021002,3018174,3076715,3114961,3065284,3071992,3073031
28,2997272,3045240,3045988,3076516,3005479,2996174,3048525,3010423,3044261,3068247,3015723,3013056,3021044,3011111,3014009,3018064,3033610,2987717,3006411,2980335,3062839,3063097,3035671,3021542,3006270,3067358,3026872,18170304,0,6734943,3046678,3065958,3061308,3025673,3027202,3027705,3019355,3065505,3018458,3076837,3036144,3039298,3070307,3046320,3003578,2979655,3065527,3057324,3023076,3073870,3043022,3011903,3041934,3027747,2997621,3017868,3019902,2982769,2979704,3003207,3062043,3040984,3054293,3024994,3063604,2991490,2996687,3054578,3076524,3035268,3041939,3050932
29,3017148,3063782,3066153,3096897,3025356,3030287,3062250,3031947,3062732,3088580,3043638,3034602,3041041,3039026,3025896,3046025,3052106,3012244,3029509,3000044,3083125,3083358,3055739,3033501,3026146,3087690,3038807,3074031,6734943,0,13278872,3081449,3073532,3045692,3047223,3057291,3039325,3085742,3046420,3081118,3056261,3059364,3090640,3066484,3023384,3007328,3077772,3069523,3049417,3086189,3063163,3031829,3060452,3034889,3020621,3039439,3039876,3002454,2999388,3023061,3082328,3062699,3072835,3044992,3075852,3019237,3008430,3066753,3096903,3055360,3065252,3063083
30,3019884,3066519,3092859,3099635,3028091,3010650,3063386,3033083,3059074,3091316,3038383,3042132,3043776,3038565,3028631,3040771,3056438,3024567,3029047,3002779,3085859,3086092,3058475,3042627,3030479,3090425,3044738,3073570,3046678,13278872,0,22010318,3076265,3048428,3049957,3061622,3056442,3080486,3041165,3083853,3058997,3054111,3093375,3072414,3026118,3010063,3080508,3070660,3037769,3088924,3069093,3034563,3064784,3044016,3016963,3040577,3042610,3013178,3005320,3025795,3085065,3063837,3069177,3047726,3078586,3013981,3011166,3069488,3107627,3058095,3077575,3065818
31,3040642,3084343,3086738,3128886,3050447,3028069,3081191,3050693,3084819,3109333,3055993,3053373,3061458,3049785,3046193,3058428,3077413,3035593,3046634,3032958,3103830,3104040,3076228,3061858,3054433,3108443,3054358,3091469,3065958,3081449,22010318,0,24462032,3066133,3067663,3068119,3064512,3106398,3058823,3109789,3076799,3071864,3111394,3091863,3043609,3019443,3098429,3088535,3063393,3106918,3088518,3060164,3080988,3055233,3034453,3058234,3060269,3022559,3032277,3043334,3107828,3081638,3094994,3073398,3104498,3031423,3028584,3087338,3117706,3075873,3082593,3083644
32,3029659,3076425,3078808,3116052,3042661,3023550,3073285,3044481,3075339,3101319,3054577,3045552,3053612,3041973,3038407,3050596,3067923,3024683,3042031,3015669,3095840,3096061,3068346,3046046,3045050,3100429,3046548,3083514,3061308,3073532,3076265,24462032,0,17800152,3059807,3066664,3051884,3090442,3058979,3093820,3068894,3071971,3103379,3085531,3035860,3019744,3106443,3088581,3047581,3103710,3079003,3044363,3073082,3047423,3034693,3050400,3052434,3014869,3011804,3043550,3098240,3073732,3087075,3057563,3096534,3023698,3020869,3079408,3109665,3067980,3074687,3075726
33,3002174,3048588,3050939,3083103,3010381,2993060,3053467,3023323,3053990,3076423,3030221,3017969,3029162,3019217,3010923,3022980,3036951,2992596,3027298,2985209,3067809,3068065,3048594,3018465,3012772,3073934,3025393,3071560,3025673,3045692,3048428,3066133,17800152,0,9010376,3042214,3032261,3062477,3023376,3073812,3041086,3036241,3075285,3052868,3008469,2984523,3062496,3060679,3019999,3078846,3047967,3024803,3045278,3027864,2999316,3022786,3024821,2987638,2984575,3008106,3067014,3045927,3051248,3029916,3060577,3004361,3004761,3064324,3089499,3048196,3046882,3055879
34,3003703,3058108,3052468,3091022,3016705,2997788,3054999,3016863,3042735,3074758,3022165,3019501,3027496,3015953,3020441,3032501,3038481,2995724,3012847,2986739,3069340,3069593,3050125,3019996,3012701,3073866,3020528,3057110,3027202,3047223,3049957,3067663,3059807,9010376,0,13248879,3025800,3064006,3024906,3067355,3055400,3040966,3076816,3060792,3010000,2986053,3064028,3065406,3027921,3086766,3052694,3026333,3054796,3021405,3000843,3032305,3050320,2989168,2986103,3009636,3068543,3047456,3052777,3039438,3070096,2999500,2995106,3053069,3083037,3041736,3056401,3059006
35,3018609,3052194,3057737,3088267,3020425,3001529,3049087,3017378,3043227,3075203,3022680,3028001,3028001,3016471,3012974,3029812,3038967,3001064,3013369,2995281,3085775,3070052,3042625,3020506,3013225,3074312,3029034,3057581,3027705,3057291,3061622,3068119,3066664,3042214,13248879,0,24921951,3074058,3033402,3071009,3047893,3043055,3085253,3053274,3010533,2986608,3064489,3061084,3022042,3079228,3049978,3018859,3047290,3021919,3001378,3024823,3034850,2997715,2986658,3010162,3068998,3047940,3053258,3031951,3062570,3012827,2995652,3053545,3089868,3043822,3048897,3064279
36,3003885,3042220,3047759,3078251,3004102,2986829,3039117,3009038,3042852,3066794,3014338,3011666,3019648,3008128,3004642,3019865,3030600,2986364,3005030,2986976,3061393,3069646,3034262,3020153,3004893,3065905,3012704,3055581,3019355,3039325,3056442,3064512,3051884,3032261,3025800,24921951,0,20435385,3017064,3059416,3034727,3033093,3068854,3044895,3010203,2978308,3056097,3052698,3020088,3064431,3041602,3010518,3038917,3013580,2993059,3022866,3018509,2989413,2986349,3001834,3060598,3039567,3044880,3023598,3054178,2991731,2993736,3053153,3075060,3033855,3040522,3041521
37,3033836,3080647,3084631,3120314,3042044,3024508,3077499,3047068,3073155,3105572,3052372,3057730,3057809,3046159,3042584,3054787,3068937,3024043,3043016,3024610,3100083,3100301,3072556,3050235,3050824,3104682,3055528,3092541,3065505,3085742,3080486,3106398,3090442,3062477,3064006,3074058,20435385,0,8808591,3104453,3073109,3068190,3115622,3083365,3044817,3019095,3094700,3094408,3053368,3103165,3080027,3048548,3077299,3051609,3030869,3056190,3056627,3019013,3015948,3054114,3100886,3077949,3083307,3061760,3092781,3043835,3025022,3083634,3113926,3072194,3086894,3079947
38,2994999,3041325,3043668,3074161,3003208,2985937,3038222,3008143,3038760,3077086,3023033,3010771,3026742,3007233,3003747,3015775,3037696,2985469,3004135,2978091,3060499,3060760,3041356,3011266,3003997,3065009,3011808,3048294,3018458,3046420,3041165,3058823,3058979,3023376,3024906,3033402,3017064,8808591,0,13289349,3041822,3029001,3067961,3043998,3001319,2977414,3055202,3045412,3020791,3063537,3040705,3009623,3038023,3012683,2992164,3023569,3017615,2980528,2985453,3000939,3059704,3038672,3043987,3038683,3062872,2989238,2986449,3045867,3074165,3032960,3047617,3040627
39,3053138,3084012,3086403,3117328,3045366,3027807,3080864,3050398,3076511,3108970,3062091,3061065,3064348,3049489,3045907,3058126,3072298,3027340,3046343,3019915,3103475,3103687,3083900,3059962,3047756,3116071,3054063,3102311,3076837,3081118,3083853,3109789,3093820,3073812,3067355,3071009,3059416,3104453,13289349,0,21723955,3071546,3114226,3088332,3049726,3019189,3098082,3088194,3063097,3106559,3083395,3051879,3080661,3059735,3045364,3057931,3079142,3022304,3019239,3043051,3110669,3082911,3097861,3068298,3102555,3032754,3034713,3093395,3125324,3075550,3082266,3083315
40,3012566,3059156,3061523,3092232,3020774,3016141,3056030,3025758,3051727,3088716,3031059,3028410,3041233,3032838,3021314,3033437,3049088,3017275,3021726,2995490,3078475,3078711,3055920,3028905,3021566,3091024,3029423,3070991,3036144,3056261,3058997,3076799,3068894,3041086,3055400,3047893,3034727,3073109,3041822,21723955,0,23413741,3100364,3066648,3018813,2994790,3073129,3063292,3030440,3081535,3066526,3027239,3055829,3030299,3009658,3033243,3040071,2997904,2994838,3034463,3077678,3064470,3061817,3048380,3071209,3006684,3003872,3062123,3092236,3050742,3057434,3058457
41,3007768,3054269,3056630,3087267,3015976,3001803,3051151,3020943,3046863,3082168,3042225,3025185,3037992,3020036,3022907,3038195,3049008,2998142,3016919,2990748,3073538,3073787,3049460,3024084,3024756,3084474,3024609,3061287,3039298,3059364,3054111,3071864,3071971,3036241,3040966,3043055,3033093,3068190,3029001,3071546,23413741,0,18399315,3060155,3014038,2990054,3068212,3066377,3025620,3076592,3061639,3022425,3060538,3036671,3008079,3028412,3030446,2999560,2994897,3031270,3072743,3051602,3061723,3046736,3066293,3001925,2999121,3065218,3087270,3045871,3052555,3053571
42,3046549,3101525,3095938,3126970,3062747,3037125,3090373,3059814,3085998,3126580,3065114,3062502,3070603,3066893,3055297,3067566,3091383,3036659,3063735,3029222,3121059,3113271,3093386,3070986,3055548,3119299,3063478,3100685,3070307,3090640,3093375,3111394,3103379,3075285,3076816,3085253,3068854,3115622,3067961,3114226,3100364,18399315,0,8495009,3052689,3028483,3107652,3097741,3064532,3116166,3092915,3061293,3090173,3064353,3043536,3075359,3069407,3033196,3028533,3054030,3120264,3090822,3096195,3074553,3105732,3040488,3037639,3096538,3126975,3101029,3091778,3108816
43,3022700,3069378,3071753,3102537,3030908,3013444,3066244,3035908,3063521,3094210,3041210,3038568,3046613,3034998,3031449,3043604,3073674,3028959,3039859,3005568,3088743,3088974,3061326,3047054,3031700,3093318,3039573,3076443,3046320,3066484,3072414,3091863,3085531,3052868,3060792,3053274,3044895,3083365,3043998,3088332,3066648,3060155,8495009,0,13257185,3008055,3083383,3097502,3040598,3091813,3070358,3037388,3066045,3040448,3026160,3045008,3053433,3017563,3004909,3028608,3087949,3068291,3072038,3063348,3084659,3016779,3013958,3080344,3110532,3060949,3075638,3068679
44,2980261,3026278,3028593,3063628,2988468,2971363,3023206,2993348,3025396,3050628,3003443,2995948,3003873,2992438,2989009,3008914,3022703,2970899,2989368,2963548,3045284,3045573,3031188,2999639,2989258,3057728,2997014,3033163,3003578,3023384,3026118,3043609,3035860,3008469,3010000,3010533,3010203,3044817,3001319,3049726,3018813,3014038,3052689,13257185,0,25136169,3040043,3031906,3004370,3053087,3035247,2994828,3023003,2997890,2977508,3008718,3002763,2972405,2962949,2986229,3044488,3030045,3028938,3007823,3046113,2982628,2971878,3029195,3058839,3030753,3024608,3025579
45,2956435,3002233,3006126,3044176,2964643,2947660,2999178,2969483,2995018,3026423,2977979,2972063,2979948,2968574,2965183,2977018,2998699,2947194,2978307,2939863,3021118,3021428,2994418,2972558,2965434,3025533,2973149,3009058,2979655,3007328,3010063,3019443,3019744,2984523,2986053,2986608,2978308,3019095,2977414,3019189,2994790,2990054,3028483,3008055,25136169,0,20243773,3006224,2974094,3024108,3014397,2978953,2998978,2974023,2961734,2976823,2986848,2948741,2939283,2970414,3020324,2999628,3017678,2987094,3013998,2950915,2948173,3005128,3042584,2997159,3000583,3001534
46,3033857,3088656,3083053,3113941,3046858,3027723,3085510,3047088,3073175,3105593,3060379,3057752,3057829,3046178,3042604,3054807,3076947,3024062,3054223,3032620,3100104,3100321,3072576,3056648,3044452,3104702,3063539,3090963,3065527,3077772,3080508,3098429,3106443,3062496,3064028,3064489,3056097,3094700,3055202,3098082,3073129,3068212,3107652,3083383,3040043,20243773,0,6817830,3051790,3103185,3083242,3048568,3078917,3058020,3030889,3054613,3056647,3028622,3015968,3039753,3099309,3077969,3083329,3061779,3092800,3027875,3025042,3083654,3113946,3072213,3078924,3079967
