 ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
14,2935042,2972656,2976540,3009157,2940021,2917906,2969655,2941713,2966390,3000101,2944258,2949034,2952578,5334023,0,5502530,2964508,2923009,2941781,2911195,2993385,2992824,2969879,2945684,2940653,3002005,2944723,2982470,2955072,2972251,2974663,2993126,2984017,2956288,2961506,2956757,2950554,2986799,2948845,2991451,2969141,2968167,3000170,2976192,2931727,2910418,2986550,2978917,2946766,2997201,2974193,2942659,2969617,2945135,2925790,2948232,2949517,2917091,2910732,2934262,2995768,2972044,2975907,2955101,2990585,2920025,2917959,2977653,3007432,2965295,2971114,2976402
15,2951138,2987330,2988035,3025587,2948126,2929112,2985911,2956243,2981016,3011707,2955594,2955590,2963960,2953542,5502530,0,3778770,2929421,2949903,2922385,3004959,3004382,2976513,2961829,2947160,3010416,2956057,2993996,2963259,2986925,2986141,3004700,2995544,2967686,2972904,2968140,2965116,2998341,2960212,3003008,2980603,2979597,3011776,2987686,2947775,2921592,2998092,2993623,2958116,3008791,2985671,2953993,2981079,2956469,2945033,2962796,2965678,2923471,2921906,2945548,3008940,2983506,2987385,2966484,2997333,2931247,2929165,2989146,3027060,2976741,2982576,2987881
16,2962597,3000608,3004527,3035868,2964379,2945245,2997570,2969340,2994233,3033135,2971885,2971903,2980313,2969835,2964508,3778770,0,8053208,2966176,2938499,3024748,3025750,2997720,2973347,2966609,3028646,2975547,3016921,2981209,3000203,3004212,3026088,3012078,2984060,2984483,2984492,2978254,3014894,2981339,3019583,2997056,2992814,3033203,3013768,2963968,2940882,3019439,3013332,2979224,3025404,3002144,2970286,2997532,2974360,2958030,2975931,2977217,2939564,2937999,2964978,3028729,2999959,3007056,2982837,3013886,2947400,2945298,3005640,3035743,2993173,3002225,3004354
17,2916304,2953654,2957514,2988315,2918086,2899312,2950677,2922927,2952254,2980907,2925474,2925430,2933720,2923422,2923009,2929421,8053208,0,5044967,2892625,2983827,2976898,2947751,2926874,2917120,2984409,2925938,2963396,2933018,2953249,2963651,2978774,2964943,2937407,2937830,2941095,2931720,2967702,2930011,2972328,2958153,2944444,2980976,2965157,2913061,2891872,2967452,2966259,2927957,2978031,2955191,2923873,2950639,2929545,2907123,2934192,2930683,2898546,2892186,2915548,2973427,2954664,2961699,2936245,2966695,2901408,2899366,2958628,2988190,2951134,2956930,2957400
18,2946262,2974332,2978220,3009273,2938456,2919515,2971327,2943353,2968054,3006604,2945898,2945884,2954230,2943848,2941781,2949903,2966176,5044967,0,5466811,2995085,2999315,2966747,2947328,2937490,3000517,2949560,2984160,2953528,2977123,2976339,2994827,2988901,2967532,2958368,2958410,2952202,2988491,2950493,2993147,2970813,2965037,3006672,2982667,2933347,2918410,2994634,2980601,2950009,2998905,2977469,2945897,2971290,2946775,2929007,2951478,2951165,2917095,2920322,2935890,2994273,2972118,2979181,2956753,2992278,2921637,2919567,2982528,3009148,2966962,2972786,2978078
19,2914078,2951384,2950446,2981211,2911066,2892316,2946813,2915899,2940408,2973811,2918445,2923192,2929876,2916394,2911195,2922385,2938499,2892625,5466811,0,3781601,2966618,2939101,2919843,2910100,2972519,2918909,2956320,2925978,2946185,2948597,2970088,2961064,2930362,2930786,2935653,2927880,2965415,2922975,2965245,2943103,2937391,2973881,2950098,2906053,2884884,2969960,2952795,2922522,2970939,2948127,2916845,2943579,2924115,2900116,2922362,2923647,2886763,2885198,2908532,2966339,2944408,2956233,2932399,2959613,2894407,2892369,2951558,2981086,2939284,2945076,2950336
20,2991474,3029836,3038582,3068614,2999648,2975529,3028367,2999879,3026563,3057826,3005620,3000876,3014144,3003570,2993385,3004959,3024748,2983827,2995085,3781601,0,8158301,3022059,3002320,2997085,3056534,3004487,3039854,3008649,3029431,3031843,3050714,3041401,3013128,3013553,3019921,3007258,3044251,3005549,3048971,3026254,3020349,3061091,3033440,2987956,2966306,3044003,3036233,3008196,3059651,3032971,2999227,3026729,3001704,2982017,3004936,3019008,2968186,2966620,2990626,3050161,3030754,3037881,3011873,3052831,2976118,2973983,3034901,3065293,3027133,3028226,3033583
21,2990913,3029231,3033179,3064773,2992695,2973393,3026166,3005702,3025969,3057189,3003454,3000303,3011965,2998207,2992824,3004382,3025750,2976898,2999315,2966618,8158301,0,10548049,3006542,2991729,3055897,3005517,3044032,3008067,3028826,3031238,3050086,3040784,3012545,3012967,3012948,3011475,3043630,3004972,3048345,3025652,3019758,3057257,3032832,2987406,2965777,3043381,3035620,3002830,3057420,3035563,3005050,3026128,3004330,2984665,3004359,3005644,2967656,2966091,2990069,3052727,3026957,3032483,3019282,3047417,2980370,2973447,3039085,3071039,3021741,3027625,3032978
22,2963172,3001139,3005055,3036360,2964955,2949040,2998105,2973103,2994776,3033635,2974050,2977260,2980868,2970402,2969879,2976513,2997720,2947751,2966747,2939101,3022059,10548049,0,4640132,2963989,3027548,2972919,3011048,2980167,3000733,3003145,3021800,3012595,2989404,2989829,2985047,2978812,3015409,2980299,3024887,3002385,2991760,3033702,3004706,2962957,2938292,3015161,3007464,2978188,3025907,3002676,2970854,2999666,2976525,2953823,2976490,2977775,2940171,2938606,2962360,3022844,3003690,3009183,2983391,3014401,2951192,2945897,3010960,3036235,2998507,3002760,3008080
23,2943773,2981519,2985415,3016540,2945556,2926566,2988094,2950468,2980011,3009060,2953013,2962596,2961369,2950963,2945684,2961829,2973347,2926874,2947328,2919843,3002320,3006542,4640132,0,5498313,3007768,2953480,2991369,2965462,2981115,2988321,3005257,2992916,2965091,2965516,2965548,2964128,2995710,2957624,3005168,2977992,2972202,3012325,2988263,2943618,2919053,2997060,2987804,2955533,3006149,2987850,2951414,2978468,2958684,2939279,2961805,2958297,2920932,2919368,2947775,3003105,2979297,2984770,2963893,2994702,2928697,2926619,2994517,3021209,2974133,2979966,2985265
24,2933947,2971561,2975445,3006464,2935729,2916811,2978148,2940618,2965296,2999006,2943164,2943147,2954679,2950701,2940653,2947160,2966609,2917120,2937490,2910100,2997085,2991729,2963989,5498313,0,3814881,2943629,2981375,2950781,2971156,2973568,2996825,2987716,2955193,2955617,2955663,2949459,2988900,2947750,2990356,2968046,2965474,2999075,2975097,2930632,2909324,2987053,2977822,2945671,2999302,2973098,2941566,2968523,2947236,2924695,2955129,2953218,2911203,2914432,2936365,2993075,2974145,2978009,2958801,2984696,2920528,2924854,2976557,3009533,2964199,2970019,2975307
25,2996898,3038544,3039308,3071009,2998680,2979306,3037065,3006917,3032052,3063401,3011060,3006325,3014814,3004216,3002005,3010416,3028646,2984409,3000517,2972519,3056534,3055897,3027548,3007768,3814881,0,8114275,3045390,3014113,3034943,3037355,3056274,3046937,3020198,3019025,3018993,3012714,3049795,3011005,3057719,3034954,3030631,3063471,3038960,2998149,2971666,3049546,3041762,3008850,3060425,3040081,3009461,3032233,3010339,2987417,3010392,3011678,2973546,2976774,2996042,3055720,3033062,3038599,3022131,3048787,2983099,2982555,3045214,3070884,3027834,3033730,3045486
26,2942812,2980515,2984406,3015496,2944594,2925628,2977505,2949499,2974224,3017611,2952044,2952034,2966780,2951592,2944723,2956057,2975547,2925938,2949560,2918909,3004487,3005517,2972919,2953480,2943629,8114275,0,4658072,2967676,2984903,2987315,3001032,2991899,2967303,2964530,2969361,2958357,2994689,2956647,2999348,2976991,2971207,3008092,2984058,2939474,2918124,2999234,2986791,2954560,3005117,2982051,2950445,2985457,2952921,2933536,2960828,2960515,2924799,2918438,2942024,3000478,2978296,2988559,2962911,2993682,2937343,2925681,2988714,3015370,2976332,2978964,2987456
27,2980560,3020387,3022729,3054250,2982341,2963088,3015732,2987342,3012355,3046682,2989887,2989925,2998375,2992631,2982470,2993996,3016921,2963396,2984160,2956320,3039854,3044032,3011048,2991369,2981375,3045390,4658072,0,5551330,3018384,3020796,3039596,3030318,3011729,3002565,3002555,2997893,3037950,2994586,3044255,3016816,3009338,3046751,3022381,2977076,2955487,3036103,3029957,2992451,3046922,3020326,2988288,3015694,2995558,2971138,2993973,2995259,2957366,2955801,2982919,3039041,3016523,3026834,3005692,3032148,2965262,2963140,3023841,3057321,3011315,3017191,3022535
28,2949965,2989397,2991703,3022900,2951747,2937504,2989572,2956676,2986268,3015404,2959221,2959223,2967601,2957171,2955072,2963259,2981209,2933018,2953528,2925978,3008649,3008067,2980167,2965462,2950781,3014113,2967676,5551330,0,3926311,2993002,3009987,3004015,2971332,2971755,2971780,2965559,3005218,2963849,3014683,2984264,2983251,3015473,2991356,2946590,2925182,3006569,2998895,2966544,3015680,2989336,2957622,2986338,2968088,2940653,2963235,2964520,2927060,2925496,2949165,3007835,2985569,2994247,2970124,3004210,2934848,2937556,2996011,3022778,2980397,2986237,2996339
29,2970340,3008438,3012366,3043779,2972122,2965724,3005393,2977100,3005236,3036235,2984438,2981268,2988096,2982388,2972251,2986925,3000203,2953249,2977123,2946185,3029431,3028826,3000733,2981115,2971156,3034943,2984903,3018384,3926311,0,8118078,3029173,3019933,2991850,2992275,2998669,2986028,3027551,2989113,3027453,3004879,3002219,3036304,3012018,2966894,2948560,3022508,3016385,2988588,3033291,3009975,2978046,3005356,2980521,2965749,2983706,2984991,2947243,2945678,2969516,3028618,3007782,3014886,2990620,3021749,2958299,2952993,3013478,3043654,3000988,3008450,3012184
30,2972752,3010851,3025964,3046193,2974534,2955352,3007805,2979511,3004452,3038647,2982056,2985279,2990508,2983202,2974663,2986141,3004212,2963651,2976339,2948597,3031843,3031238,3003145,2988321,2973568,3037355,2987315,3020796,2993002,8118078,0,10088521,3022343,2994262,2994686,3002677,2996430,3025169,2986731,3029865,3007291,3001437,3038716,3014430,2969305,2950972,3024920,3017200,2984608,3035703,3012387,2980457,3007767,2986130,2963367,2986119,2987403,2954449,2951287,2971928,3031030,3008596,3014101,2993031,3024161,2957515,2955406,3015890,3049262,3003400,3015656,3014596
31,2994411,3029577,3033529,3068355,2996193,2973671,3026509,2998022,3027901,3057566,3000567,3000617,3009091,2998519,2993126,3004700,3026088,2978774,2994827,2970088,3050714,3050086,3021800,3005257,2996825,3056274,3001032,3039596,3009987,3029173,10088521,0,5272410,3012869,3013293,3013271,3008597,3048786,3005290,3051907,3025995,3020090,3057636,3036377,2987696,2966047,3043743,3035974,3007937,3054598,3034310,3002164,3026470,3001444,2981758,3004678,3005962,2967926,2971155,2990367,3049901,3027299,3037622,3016408,3046180,2975858,2973724,3034641,3065034,3022079,3027967,3033323
32,2982106,3020336,3024276,3060591,2988682,2964634,3017280,2988889,3017098,3048229,2993033,2991472,2999922,2989384,2984017,2995544,3012078,2964943,2988901,2961064,3041401,3040784,3012595,2992916,2987716,3046937,2991899,3030318,3004015,3019933,3022343,5272410,0,5557326,3004112,3008895,2997842,3034703,3000927,3039410,3016767,3015679,3048298,3025527,2978624,2961828,3044043,3031503,2993998,3050067,3021873,2989835,3017241,2992311,2975881,2995520,2996805,2958913,2957348,2986064,3043784,3018070,3026783,3002446,3036892,2966810,2964687,3025388,3055672,3012862,3018738,3024082
33,2954378,2992255,2996163,3027398,2956159,2937097,2992427,2965890,2990713,3023089,2970033,2963647,2975229,2963189,2956288,2967686,2984060,2937407,2967532,2930362,3013128,3012545,2989404,2965091,2955193,3020198,2967303,3011729,2971332,2991850,2994262,3012869,5557326,0,4559909,2979408,2973181,3006495,2968277,3015963,2988716,2982900,3019961,2997414,2950990,2929561,3006245,3001760,2966173,3021763,2993792,2966836,2989193,2967715,2945053,2967663,2968948,2931440,2929875,2953573,3012315,2990022,2995506,2974556,3005487,2942436,2943542,3002070,3032066,2989639,2990689,2999198
34,2954801,2995876,2996587,3032614,2956583,2940717,2992851,2961520,2986341,3020318,2964065,2964072,2972457,2962015,2961506,2972904,2984483,2937830,2958368,2930786,3013553,3012967,2989829,2965516,2955617,3019025,2964530,3002565,2971755,2992275,2994686,3013293,3004112,4559909,0,8084003,2970409,3006918,2968701,3011594,2998728,2983324,3020385,2999436,2951415,2929985,3006669,3005381,2969793,3022186,2997413,2967260,2992812,2964942,2945476,2972881,2980558,2931864,2930299,2953997,3012739,2990445,2995930,2979775,3009106,2939664,2937574,2997699,3027695,2985270,2994309,3001219
35,2962836,2992680,2996584,3032576,2961422,2942384,2989659,2961557,2986355,3020286,2964103,2967301,2972483,2962054,2956757,2968140,2984492,2941095,2958410,2935653,3019921,3012948,2985047,2965548,2955663,3018993,2969361,3002555,2971780,2998669,3002677,3013271,3008895,2979408,8084003,0,5448991,3011698,2973523,3014770,2990743,2988131,3025148,2996236,2951471,2930062,3006654,3002177,2966631,3020562,2994218,2962504,2989622,2964980,2945533,2968117,2972598,2936736,2930376,2954046,3012716,2990451,2995932,2975005,3005895,2946121,2937643,2997697,3032450,2985279,2991119,3004416
36,2951839,2986433,2993529,3021494,2950425,2931411,2983416,2955346,2983315,3014006,2957891,2957889,2966260,2955841,2950554,2965116,2978254,2931720,2952202,2927880,3007258,3011475,2978812,2964128,2949459,3012714,2958357,2997893,2965559,2986028,2996430,3008597,2997842,2973181,2970409,5448991,0,5554484,2962510,3005307,2982902,2977102,3014075,2989986,2950074,2923891,3000391,2994324,2965209,3011090,2987970,2956292,2983378,2958768,2939342,2966691,2963182,2930564,2929000,2947847,3006445,2984207,2989684,2968783,2999633,2933546,2934660,2994641,3021369,2979040,2984875,2990179
37,2984888,3023162,3028704,3061860,2986670,2967393,3020101,2991679,3016716,3051087,2994226,2997462,3002724,2992175,2986799,2998341,3014894,2967702,2988491,2965415,3044251,3043630,3015409,2995710,2988900,3049795,2994689,3037950,3005218,3027551,3025169,3048786,3034703,3006495,3006918,3011698,5554484,0,4452697,3045452,3019587,3013699,3055950,3026759,2986187,2959784,3037297,3034337,2996792,3048127,3024699,2992625,3020063,2995102,2975455,2998318,2999603,2961663,2960098,2993636,3043438,3020892,3026413,3005247,3036539,2977561,2967445,3028219,3058538,3015680,3026354,3026908
38,2946934,2984724,2988624,3019786,2948717,2929704,2981707,2953637,2978410,3020288,2959379,2956180,2967746,2954132,2948845,2960212,2981339,2930011,2950493,2922975,3005549,3004972,2980299,2957624,2947750,3011005,2956647,2994586,2963849,2989113,2986731,3005290,3000927,2968277,2968701,2973523,2962510,4452697,0,8118275,2985987,2975393,3012366,2988276,2943571,2922182,2998682,2991017,2963500,3009381,2986261,2954583,2981669,2957059,2937633,2963384,2961473,2924061,2925692,2946138,3004736,2982498,2987975,2976662,3004315,2931837,2929755,2991334,3019660,2977330,2986362,2988471
39,2997529,3027857,3031805,3063398,2991321,2972020,3024793,2996338,3021400,3055814,3002079,3003724,3007396,2996833,2991451,3003008,3019583,2972328,2993147,2965245,3048971,3048345,3024887,3005168,2990356,3057719,2999348,3044255,3014683,3027453,3029865,3051907,3039410,3015963,3011594,3014770,3005307,3045452,8118275,0,10011161,3018382,3055883,3033055,2989228,2964403,3042007,3034246,3004652,3052850,3029395,2997285,3024754,2999762,2988084,3002985,3017054,2966283,2964717,2988695,3051353,3027181,3034306,3013114,3044445,2975800,2975268,3036113,3068068,3020367,3026251,3031603
40,2967230,3005284,3009208,3040585,2969012,2953050,3002244,2973981,2998899,3037843,2976526,2976548,2988162,2977672,2969141,2980603,2997056,2958153,2970813,2943103,3026254,3025652,3002385,2977992,2968046,3034954,2976991,3016816,2984264,3004879,3007291,3025995,3016767,2988716,2998728,2990743,2982902,3019587,2985987,10011161,0,4843300,3039510,3008860,2963795,2942286,3019338,3011625,2979074,3030109,3011615,2974927,3002205,2977403,2957857,2980581,2983463,2944166,2942600,2975998,3025440,3006231,3008536,2992283,3018579,2952013,2949907,3010320,3040460,2997842,3003702,3009030
41,2961463,2999428,3003345,3034651,2963245,2947330,2996396,2968197,2993066,3027130,2978732,2972354,2982354,2968693,2968167,2979597,2992814,2944444,2965037,2937391,3020349,3019758,2991760,2972202,2965474,3030631,2971207,3009338,2983251,3002219,3001437,3020090,3015679,2982900,2983324,2988131,2977102,3013699,2975393,3018382,4843300,0,5585877,3006193,2958051,2936583,3013451,3010547,2973284,3024197,3005759,2969144,3001151,2979609,2952113,2974780,2976065,2943255,2936896,2968641,3019536,2997186,3007473,2984877,3012692,2946285,2944187,3009250,3034525,2992002,2997854,3003174
42,2998259,3041503,3040669,3072370,3004835,2980668,3033632,3005082,3030216,3069557,3007628,3007685,3016176,3008773,3000170,3011776,3033203,2980976,3006672,2973881,3061091,3057257,3033702,3012325,2999075,3063471,3008092,3046751,3015473,3036304,3038716,3057636,3048298,3019961,3020385,3025148,3014075,3055950,3012366,3055883,3039510,5585877,0,4621191,2994717,2973027,3050907,3043122,3010211,3061786,3038246,3006028,3033595,3008504,2988779,3016547,3013039,2974906,2973341,2999002,3061875,3034423,3039960,3018698,3050148,2982863,2980720,3041781,3072245,3037185,3035092,3048445
43,2974281,3012423,3016355,3047805,2976063,2956858,3009374,2981048,3007611,3040253,2983594,2983623,2992057,2981543,2976192,2987686,3013768,2965157,2982667,2950098,3033440,3032832,3004706,2988263,2975097,3038960,2984058,3022381,2991356,3012018,3014430,3036377,3025527,2997414,2999436,2996236,2989986,3026759,2988276,3033055,3008860,3006193,4621191,0,8083356,2952469,3026509,3033166,2986149,3037304,3013961,2981994,3009337,2984470,2966482,2989261,2992144,2955946,2949587,2973453,3032628,3010165,3015674,3000972,3027348,2959024,2956910,3022261,3050876,3004966,3015627,3016169
44,2929817,2967298,2971170,3006874,2931598,2912752,2964312,2936463,2964264,2994647,2943803,2938978,2947292,2936958,2931727,2947775,2963968,2913061,2933347,2906053,2987956,2987406,2962957,2943618,2930632,2998149,2939474,2977076,2946590,2966894,2969305,2987696,2978624,2950990,2951415,2951471,2950074,2986187,2943571,2989228,2963795,2958051,2994717,8083356,0,5593558,2981144,2975133,2944700,2996553,2972031,2937409,2964271,2939885,2920599,2947752,2944243,2910363,2905603,2929048,2987142,2968296,2970549,2949815,2985179,2918055,2912805,2972283,3001954,2963156,2965768,2971044
45,2908507,2945769,2949621,2983546,2910289,2891563,2942800,2915114,2939599,2972958,2917659,2917609,2925883,2915609,2910418,2921592,2940882,2891872,2918410,2884884,2966306,2965777,2938292,2919053,2909324,2971666,2918124,2955487,2925182,2948560,2950972,2966047,2961828,2929561,2929985,2930062,2923891,2959784,2922182,2964403,2942286,2936583,2973027,2952469,5593558,0,5513885,2951966,2920135,2970090,2956894,2920854,2942762,2918536,2902546,2921569,2927648,2887616,2884453,2910956,2965493,2943591,2958608,2928406,2958776,2893652,2891616,2950733,2983422,2941667,2944259,2949515
46,2984640,3027707,3026857,3058414,2991215,2967143,3023048,2991430,3016467,3050838,2998770,2997214,3002475,2991925,2986550,2998092,3019439,2967452,2994634,2969960,3044003,3043381,3015161,2997060,2987053,3049546,2999234,3036103,3006569,3022508,3024920,3043743,3044043,3006245,3006669,3006654,3000391,3037297,2998682,3042007,3019338,3013451,3050907,3026509,2981144,5513885,0,4120304,2996543,3047878,3024450,2992376,3021412,2998048,2975206,2998069,2999354,2967806,2959849,2983799,3043190,3020643,3026165,3004998,3036288,2969323,2967196,3027970,3058289,3015431,3021311,3026659
