 ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
10,1473623,1494089,1496284,1511062,1475084,1464476,1491472,1477216,1490820,1506119,0,1478574,1484598,1477636,1474035,1480241,1488734,1466003,1475084,1461660,1506439,1503550,1491339,1478967,1474341,1509107,1479364,1496926,1482715,1495672,1494233,1503193,1499388,1487999,1484822,1485781,1480912,1499808,1482364,1504692,1491418,1492541,1506610,1494856,1474845,1460513,1501245,1495973,1483648,1505381,1492664,1477814,1490938,1483237,1468748,1485225,1481165,1463204,1462358,1477568,1503977,1495089,1495406,1483083,1502407,1466266,1465209,1498595,1509994,1488791,1492275,1497309
11,1473360,1497080,1494495,1510733,1474845,1464177,1491157,1478615,1490501,1509018,1478574,0,4036433,1477353,1476980,1479961,1488405,1465704,1474775,1464615,1502918,1503259,1492618,1485042,1473958,1505662,1479045,1496703,1482378,1493809,1495590,1502916,1497519,1484456,1484500,1487006,1480657,1501173,1480499,1504342,1491163,1489002,1506361,1494509,1472978,1460246,1500989,1495676,1481733,1505142,1493985,1480751,1490659,1479710,1468431,1480128,1480850,1466074,1462103,1472461,1502150,1491674,1496655,1484355,1498906,1465956,1464945,1495160,1511275,1488534,1492044,1497032
12,1477886,1496892,1499117,1516833,1479395,1468655,1498847,1481611,1494987,1510352,1484598,4036433,0,2211010,1478322,1484479,1492883,1470182,1479257,1467551,1509014,1509387,1493908,1483128,1479962,1510240,1485117,1501297,1486840,1496757,1498562,1507462,1502065,1492106,1488977,1489833,1485199,1504161,1486627,1507213,1497315,1493464,1510939,1498975,1477492,1464752,1503952,1500194,1486211,1512924,1496921,1482089,1495189,1484172,1472897,1484622,1485332,1468921,1466621,1476935,1506744,1497862,1499519,1487231,1503420,1470426,1469459,1499734,1514191,1493084,1496622,1504762
13,1474042,1491354,1495161,1517748,1473933,1463270,1490209,1476107,1489557,1504856,1477636,1477353,2211010,0,1477664,1479033,1487457,1464796,1473849,1460523,1505148,1502301,1488478,1477718,1476218,1504704,1479713,1498957,1481438,1492867,1494652,1501958,1496569,1483512,1483559,1484461,1479733,1498629,1479573,1501775,1491823,1486456,1507001,1493551,1472068,1459348,1498440,1494724,1482399,1504188,1491443,1476635,1491315,1478779,1470709,1479196,1479916,1461969,1461207,1471539,1501200,1490742,1495699,1481819,1497948,1465044,1464043,1494220,1508703,1487598,1491110,1497686
14,1468905,1487789,1490000,1506080,1472004,1459742,1486594,1472590,1485950,1501205,1474035,1476980,1478322,1477664,0,1475466,1483840,1464465,1471880,1457030,1498297,1498668,1488068,1474137,1471021,1502675,1474538,1492172,1479435,1487674,1489471,1498327,1492956,1479901,1483156,1480842,1476178,1495030,1476012,1498112,1486640,1486033,1501776,1489910,1468541,1455847,1494829,1491103,1475622,1500571,1487842,1473088,1486120,1475195,1463963,1475617,1476331,1461634,1457712,1467980,1499191,1488773,1490464,1478224,1495911,1461507,1460534,1490633,1505032,1484018,1487537,1492487
15,1476638,1495592,1496207,1517231,1476529,1465841,1494443,1480309,1493783,1507528,1480241,1479961,1484479,1479033,1475466,0,1490089,1467368,1476449,1463091,1504616,1504961,1491106,1481924,1475618,1507376,1480719,1498413,1484054,1495507,1495694,1504622,1499221,1486132,1489375,1487077,1483943,1501285,1482185,1504435,1492861,1492280,1508075,1496195,1477848,1461912,1501096,1498970,1481811,1506856,1494083,1479239,1492353,1481382,1474891,1483407,1485725,1464533,1463771,1474131,1507060,1493378,1496741,1484435,1500604,1467620,1466615,1496864,1516177,1490231,1493746,1498728
16,1483424,1502458,1504671,1521121,1484893,1474185,1501389,1487065,1500709,1519359,1488734,1488405,1492883,1487457,1483840,1490089,0,4029519,1484883,1471376,1514848,1515153,1502826,1488790,1485700,1517568,1490771,1511721,1492558,1502423,1505786,1514814,1507775,1494656,1494683,1495611,1490770,1509819,1493815,1513079,1501355,1497628,1519865,1507985,1486202,1471804,1512846,1510730,1493472,1515430,1502607,1487643,1500867,1489846,1481687,1490272,1491002,1472877,1472055,1484143,1517212,1501842,1506925,1492929,1509198,1475984,1474929,1505368,1520057,1498714,1503818,1507253
17,1460843,1479577,1481770,1497820,1462332,1451764,1478448,1464474,1481024,1492951,1466003,1465704,1470182,1464796,1464465,1467368,4029519,0,1462232,1449034,1494873,1493640,1476749,1466069,1461421,1494397,1466482,1483936,1469757,1479492,1484473,1493281,1484744,1471815,1471862,1474378,1468068,1486788,1467908,1489918,1483258,1474728,1493498,1486553,1460515,1447875,1486599,1486111,1467554,1492299,1479666,1465002,1477956,1468743,1455960,1469129,1468251,1453692,1449734,1459954,1489328,1480579,1485520,1470139,1486108,1453523,1452538,1482428,1496766,1477451,1482545,1484311
18,1474654,1488736,1490939,1507167,1471341,1460706,1487629,1473499,1486981,1505454,1475084,1474775,1479257,1473849,1471880,1476449,1484883,1462232,0,1457941,1499366,1501303,1485902,1475148,1470478,1502090,1477146,1493146,1478872,1490269,1490448,1499356,1495567,1487340,1480987,1481907,1477141,1496015,1476985,1499200,1487625,1483888,1504387,1494175,1469490,1461570,1499030,1492134,1476633,1501572,1490448,1474047,1487125,1476214,1464951,1478218,1477344,1462613,1461827,1468973,1498582,1488130,1493129,1479249,1498554,1462482,1461467,1493210,1506109,1485000,1488502,1493494
19,1459790,1476934,1477537,1493439,1458103,1447507,1475717,1460271,1473503,1488604,1461660,1464615,1467551,1460523,1457030,1463091,1471376,1449034,1457941,0,1485716,1486113,1472424,1461765,1457072,1488492,1462179,1479669,1465428,1475201,1477006,1487360,1482035,1467474,1467541,1471617,1465409,1484107,1463641,1485537,1474185,1470382,1489191,1477395,1456272,1443652,1488692,1478590,1464847,1488004,1475365,1460749,1473657,1466028,1451677,1463234,1463944,1446223,1445521,1455667,1485044,1474732,1479561,1467417,1481768,1449254,1448311,1478154,1492395,1471576,1475090,1480010
20,1497883,1517087,1520912,1539131,1502544,1488552,1517618,1503144,1516906,1530937,1506439,1502918,1509014,1505148,1498297,1504616,1514848,1494873,1499366,1485716,0,4082260,1514229,1503307,1500179,1530737,1505272,1521608,1507111,1517062,1518823,1527955,1522464,1509227,1509250,1513366,1505292,1524518,1505144,1527814,1515976,1512231,1533034,1519458,1497417,1484535,1524353,1520613,1506390,1533375,1517248,1502134,1515492,1504350,1492910,1504803,1513526,1487216,1486382,1496996,1527149,1518055,1521576,1507480,1528703,1490369,1489290,1520020,1534869,1516515,1516837,1521893
21,1498248,1517448,1519679,1536203,1499725,1488917,1516329,1506731,1517219,1531228,1503550,1503259,1509387,1502301,1498668,1504961,1515153,1493640,1501303,1486113,4082260,0,2991826,1505234,1498886,1531052,1507202,1523549,1507424,1517393,1519166,1528263,1522783,1509532,1509567,1510465,1508845,1524853,1505495,1528087,1516315,1512533,1531751,1519745,1497788,1484922,1524676,1520922,1505121,1532100,1519172,1505691,1515819,1506272,1494855,1505136,1505862,1487573,1486775,1497339,1530676,1516814,1520267,1512593,1525806,1493922,1489673,1523556,1538339,1513660,1517188,1522218
22,1484453,1503471,1505684,1522090,1485926,1476820,1502386,1489698,1501710,1520339,1491339,1492618,1493908,1488478,1488068,1491106,1502826,1476749,1485902,1472424,1514229,2991826,0,1489803,1485111,1516957,1490189,1507930,1493563,1503426,1505195,1514203,1508770,1497255,1498884,1496610,1491790,1510818,1493236,1515654,1505558,1498625,1519254,1505776,1485639,1471253,1510646,1506930,1492886,1516421,1503608,1488668,1503468,1492457,1479518,1491285,1492013,1473914,1473104,1483568,1513413,1504453,1509510,1493936,1510185,1478615,1475972,1509569,1521028,1502919,1504829,1509851
23,1473717,1492631,1494836,1511126,1475195,1464542,1497930,1477354,1492480,1506203,1478967,1485042,1483128,1477718,1474137,1481924,1488790,1466069,1475148,1461765,1503307,1505234,1489803,0,1474355,1506027,1479422,1497056,1484362,1492576,1495947,1504887,1497888,1484845,1484880,1485804,1484210,1499932,1480860,1506336,1491524,1487793,1508324,1496500,1474933,1460599,1499755,1496053,1480512,1505503,1495952,1477912,1491028,1483287,1470402,1482099,1481227,1463250,1462453,1476030,1504105,1492023,1495450,1483138,1499287,1466325,1465299,1498713,1513262,1488895,1492398,1497401
24,1469013,1487831,1490020,1506386,1470470,1459894,1491628,1472588,1486191,1501445,1474341,1473958,1479962,1476218,1471021,1475618,1485700,1461421,1470478,1457072,1500179,1498886,1485111,1474355,0,1504425,1474756,1492258,1478099,1487826,1489579,1501719,1496326,1480185,1480200,1481171,1476286,1496736,1476142,1498441,1486770,1484719,1501928,1490216,1468649,1455933,1496579,1491321,1475840,1502299,1488016,1473198,1486294,1477033,1464158,1479009,1479746,1458634,1460972,1469775,1497701,1490435,1492368,1481661,1494553,1463279,1465414,1490741,1506914,1484147,1487623,1492661
25,1500651,1521533,1522178,1538678,1502140,1491272,1521952,1505980,1519634,1533709,1509107,1505662,1510240,1504704,1502675,1507376,1517568,1494397,1502090,1488492,1530737,1531052,1516957,1506027,1504425,0,4060083,1524444,1509815,1519850,1521635,1530743,1525252,1511923,1511970,1512838,1508076,1527346,1507916,1532124,1520371,1518131,1534256,1522166,1501771,1487283,1527157,1523373,1507512,1533007,1521622,1506508,1518264,1508651,1495618,1507539,1508260,1489904,1492338,1499712,1529985,1519289,1522682,1513392,1526665,1493081,1493644,1524433,1537624,1516111,1519657,1527865
26,1474118,1493010,1495213,1511485,1475595,1464955,1491919,1477751,1491267,1511360,1479364,1479045,1485117,1479713,1474538,1480719,1490771,1466482,1477146,1462179,1505272,1507202,1490189,1479422,1474756,4060083,0,1497429,1487948,1494553,1497924,1503656,1498261,1486832,1485269,1489391,1481408,1500303,1481253,1503509,1491905,1488178,1507089,1495279,1473742,1461016,1503322,1496428,1480907,1505869,1493135,1478309,1496203,1480488,1469212,1484090,1483218,1465266,1462869,1473237,1502874,1492404,1499025,1483529,1499658,1473128,1465711,1497492,1510425,1490876,1492778,1499378
27,1491740,1510932,1513171,1529503,1493241,1482409,1509709,1495481,1509009,1524572,1496926,1496703,1501297,1498957,1492172,1498413,1511721,1483936,1493146,1479669,1521608,1523549,1507930,1497056,1492258,1524444,1497429,0,1500812,1510817,1512614,1521638,1516183,1507698,1502963,1503817,1499125,1521481,1498959,1522993,1511353,1505896,1525143,1513081,1491292,1478458,1519682,1515900,1498541,1525508,1510985,1495979,1509235,1501282,1486713,1498564,1499278,1481049,1480323,1492385,1520904,1510290,1516803,1502797,1517568,1484202,1483201,1513804,1530053,1507104,1510652,1515630
28,1477421,1497965,1498572,1514950,1478890,1469828,1498502,1481046,1497839,1510007,1482715,1482378,1486840,1481438,1479435,1484054,1492558,1469757,1478872,1465428,1507111,1507424,1493563,1484362,1478099,1509815,1487948,1500812,0,1499528,1501293,1507077,1504856,1488605,1488632,1489568,1484735,1505294,1484585,1510144,1495272,1494757,1510514,1498690,1477027,1464267,1506724,1501427,1487444,1510881,1496516,1481624,1494784,1488621,1472512,1484237,1484967,1466938,1466116,1476550,1506279,1495759,1500833,1486886,1504673,1470021,1470572,1500867,1513887,1492639,1496137,1504357
29,1487248,1506356,1508583,1524939,1488737,1484357,1505193,1490947,1506103,1520002,1495672,1493809,1496757,1492867,1487674,1495507,1502423,1479492,1490269,1475201,1517062,1517393,1503426,1492576,1487826,1519850,1494553,1510817,1499528,0,4061871,1517068,1511625,1498424,1498472,1504151,1494609,1516899,1497645,1516868,1505209,1503002,1520549,1508571,1486818,1475606,1513514,1511360,1497257,1519316,1506445,1491475,1504701,1493618,1485459,1494072,1494792,1476629,1475867,1486325,1516310,1507324,1510701,1496714,1513022,1481356,1478739,1509240,1523885,1502564,1506094,1511090
30,1489041,1508162,1516784,1526696,1490538,1479750,1506962,1492760,1506274,1521771,1494233,1495590,1498562,1494652,1489471,1495694,1505786,1484473,1490448,1477006,1518823,1519166,1505195,1495947,1489579,1521635,1497924,1512614,1501293,4061871,0,2294717,1513406,1500185,1500240,1505902,1501196,1515496,1496238,1518620,1506998,1503166,1522334,1510328,1488611,1477403,1515299,1511536,1495834,1521105,1508226,1493268,1506482,1496985,1484040,1495849,1496565,1481602,1477668,1488102,1518103,1507527,1510860,1498482,1514791,1481539,1480536,1511033,1527244,1504353,1511087,1512871
31,1499503,1517133,1519368,1537482,1500984,1488558,1515994,1501608,1518478,1530911,1503193,1502916,1507462,1501958,1498327,1504622,1514814,1493281,1499356,1487360,1527955,1528263,1514203,1504887,1501719,1530743,1503656,1521638,1507077,1517068,2294717,0,1525659,1509185,1509224,1510112,1505314,1526138,1505158,1529354,1515991,1512189,1531442,1521006,1497439,1484565,1524359,1520595,1506372,1530193,1518844,1503754,1515490,1504323,1492900,1504793,1505517,1487206,1489616,1496986,1527171,1516495,1521526,1510650,1525481,1490367,1489320,1520041,1534826,1513333,1516867,1521891
32,1492532,1511700,1513931,1531965,1497213,1483217,1510549,1496233,1511447,1525412,1499388,1497519,1502065,1496569,1492956,1499221,1507775,1484744,1495567,1482035,1522464,1522783,1508770,1497888,1496326,1525252,1498261,1516183,1504856,1511625,1513406,1525659,0,1503760,1503803,1507885,1499917,1519077,1502955,1522267,1510556,1508350,1525951,1513946,1492085,1480840,1523686,1518330,1499373,1527906,1511801,1496771,1510051,1498926,1489135,1499388,1500110,1481873,1481099,1494807,1523294,1511066,1516069,1502040,1520006,1485019,1483985,1514596,1529311,1507904,1511436,1516446
33,1479487,1498449,1500654,1517076,1480952,1470288,1499002,1486302,1498335,1513722,1487999,1484456,1492106,1483512,1479901,1486132,1494656,1471815,1487340,1467474,1509227,1509532,1497255,1484845,1480185,1511923,1486832,1507698,1488605,1498424,1500185,1509185,1503760,0,1490722,1493262,1488406,1505792,1486660,1512262,1497360,1493659,1512622,1502397,1479087,1466315,1505627,1503529,1486330,1512986,1498610,1486890,1496876,1487507,1474580,1486319,1487051,1468996,1468162,1478622,1508379,1497842,1501340,1488974,1505183,1473681,1472624,1504556,1519206,1497921,1498221,1504853
34,1479542,1500114,1500725,1518693,1481015,1471933,1499033,1483181,1496767,1512154,1484822,1484500,1488977,1483559,1483156,1489375,1494683,1471862,1480987,1467541,1509250,1509567,1498884,1484880,1480200,1511970,1485269,1502963,1488632,1498472,1500240,1509224,1503803,1490722,0,4045362,1486863,1505847,1486711,1509081,1502205,1493682,1512669,1502415,1479142,1466374,1505674,1505162,1487963,1514634,1500251,1486945,1498517,1485940,1474619,1489554,1491880,1469035,1468225,1478661,1508434,1497904,1501359,1490604,1506812,1472126,1471085,1501414,1516033,1494776,1499878,1506494
35,1485226,1499360,1501559,1519613,1485085,1474449,1498353,1484027,1497689,1513055,1485781,1487006,1489833,1484461,1480842,1487077,1495611,1474378,1481907,1471617,1513366,1510465,1496610,1485804,1481171,1512838,1489391,1503817,1489568,1504151,1505902,1510112,1507885,1493262,4045362,0,1490942,1509903,1489199,1513215,1498289,1497816,1516733,1501755,1480038,1467272,1506550,1504468,1487290,1513899,1499545,1484635,1497814,1486875,1475547,1487272,1489607,1473169,1469115,1479585,1509290,1498758,1502299,1489933,1506122,1476246,1471979,1502280,1518543,1495656,1499142,1508984
36,1477346,1494714,1498529,1513109,1477245,1466541,1493529,1479439,1494467,1508212,1480912,1480657,1485199,1479733,1476178,1483943,1490770,1468068,1477141,1465409,1505292,1508845,1491790,1484210,1476286,1508076,1481408,1499125,1484735,1494609,1501196,1505314,1499917,1488406,1486863,1490942,0,1501993,1482889,1505103,1493565,1489760,1508775,1496867,1478556,1462624,1501796,1499658,1485695,1507560,1494779,1479947,1493049,1482066,1470789,1484098,1483216,1468421,1467683,1474823,1504572,1494094,1497413,1485119,1501288,1468316,1468925,1499170,1512059,1490934,1494458,1499424
37,1494600,1513808,1516047,1534022,1496097,1485261,1512601,1498335,1511897,1527482,1499808,1501173,1504161,1498629,1495030,1501285,1509819,1486788,1496015,1484107,1524518,1524853,1510818,1499932,1496736,1527346,1500303,1521481,1505294,1516899,1515496,1526138,1519077,1505792,1505847,1509903,1501993,0,1503427,1525905,1512637,1508788,1531241,1515983,1497342,1481300,1520978,1518796,1501417,1526808,1513873,1498843,1512121,1500962,1489575,1501440,1502156,1483901,1483163,1498447,1523798,1513166,1516507,1504081,1520471,1491852,1486047,1516689,1531373,1509984,1515128,1518518
38,1475584,1494544,1496759,1512963,1477077,1466381,1493377,1479265,1492717,1511256,1482364,1480499,1486627,1479573,1476012,1482185,1493815,1467908,1476985,1463641,1505144,1505495,1493236,1480860,1476142,1507916,1481253,1498959,1484585,1497645,1496238,1505158,1502955,1486660,1486711,1489199,1482889,1503427,0,4062300,1495001,1489612,1508615,1496721,1475196,1462458,1501636,1497906,1485541,1507398,1494621,1479783,1492891,1481914,1470633,1483942,1483062,1465069,1465917,1474667,1504408,1493926,1497267,1489761,1502734,1468158,1467161,1499006,1511911,1490772,1495890,1499266
39,1502496,1516872,1519093,1535747,1499159,1488391,1515844,1501341,1515135,1530742,1504692,1504342,1507213,1501775,1498112,1504435,1513079,1489918,1499200,1485537,1527814,1528087,1515654,1506336,1498441,1532124,1503509,1522993,1510144,1516868,1518620,1529354,1522267,1512262,1509081,1513215,1505103,1525905,4062300,0,2528291,1512066,1531225,1519289,1498840,1484366,1524150,1520426,1506223,1529966,1517057,1501949,1515303,1504188,1497545,1504630,1513356,1487067,1486209,1496833,1528532,1517846,1521409,1508911,1525320,1491808,1490715,1521412,1537874,1513124,1516632,1521702
40,1486212,1505304,1507531,1523843,1487705,1478535,1504125,1489917,1503441,1522112,1491418,1491163,1497315,1491823,1486640,1492861,1501355,1483258,1487625,1474185,1515976,1516315,1505558,1491524,1486770,1520371,1491905,1511353,1495272,1505209,1506998,1515991,1510556,1497360,1502205,1498289,1493565,1512637,1495001,2528291,0,1503533,1522667,1507493,1485788,1472990,1512444,1508690,1493009,1518242,1508577,1490435,1503639,1492566,1481225,1493020,1493738,1475601,1474851,1490077,1515240,1506272,1508027,1498851,1511944,1478726,1477717,1508180,1522791,1501508,1505040,1510026
41,1482424,1501429,1503638,1520096,1483889,1474798,1500380,1486050,1499704,1515135,1492541,1489002,1493464,1486456,1486033,1492280,1497628,1474728,1483888,1470382,1512231,1512533,1498625,1487793,1484719,1518131,1488178,1505896,1494757,1503002,1503166,1512189,1508350,1493659,1493682,1497816,1489760,1508788,1489612,1512066,1503533,0,1518830,1505380,1482011,1469219,1508624,1506517,1489279,1514395,1504786,1486638,1503048,1492049,1477504,1489271,1490003,1473498,1471066,1486348,1511383,1500817,1505918,1493528,1508179,1474999,1473938,1507539,1519030,1497697,1501197,1506235
42,1501350,1523830,1522877,1539377,1506035,1491971,1519455,1505081,1518736,1537604,1506610,1506361,1510939,1507001,1501776,1508075,1519865,1493498,1504387,1489191,1533034,1531751,1519254,1508324,1501928,1534256,1507089,1525143,1510514,1520549,1522334,1531442,1525951,1512622,1512669,1516733,1508775,1531241,1508615,1531225,1522667,1518830,0,1522865,1500873,1487982,1527856,1524072,1508211,1533706,1520723,1505609,1518963,1507752,1496318,1511434,1508958,1490603,1489841,1500411,1532282,1519988,1523381,1510895,1527364,1493781,1492745,1523534,1538323,1520006,1520356,1530162
43,1489498,1508586,1510801,1527357,1490959,1480231,1507547,1493131,1508453,1522375,1494856,1494509,1498975,1493551,1489910,1496195,1507985,1486553,1494175,1477395,1519458,1519745,1505776,1496500,1490216,1522166,1495279,1513081,1498690,1508571,1510328,1521006,1513946,1502397,1502415,1501755,1496867,1515983,1496721,1519289,1507493,1505380,1522865,0,4044531,1477826,1515822,1520098,1496387,1521616,1508759,1493729,1507013,1495956,1486161,1496386,1498718,1482115,1478073,1488629,1518594,1507968,1511501,1502253,1516984,1482040,1480963,1514710,1527888,1504846,1511546,1513404
44,1468111,1486923,1489126,1508375,1469608,1458988,1485753,1471774,1486718,1500309,1474845,1472978,1477492,1472068,1468541,1477848,1486202,1460515,1469490,1456272,1497417,1497788,1485639,1474933,1468649,1501771,1473742,1491292,1477027,1486818,1488611,1497439,1492085,1479087,1479142,1480038,1478556,1497342,1475196,1498840,1485788,1482011,1500873,4044531,0,1455099,1493949,1490241,1476418,1502867,1488586,1472282,1485272,1474401,1463194,1478003,1475523,1459298,1456962,1467200,1496697,1487915,1489622,1477412,1496637,1462347,1459774,1489767,1504128,1484769,1486681,1491633
45,1455415,1474123,1476318,1493852,1456916,1446348,1472944,1459068,1472332,1487411,1460513,1460246,1464752,1459348,1455847,1461912,1471804,1447875,1461570,1443652,1484535,1484922,1471253,1460599,1455933,1487283,1461016,1478458,1464267,1475606,1477403,1484565,1480840,1466315,1466374,1467272,1462624,1481300,1462458,1484366,1472990,1469219,1487982,1477826,1455099,0,1481099,1477405,1462084,1486793,1478970,1462762,1472470,1461673,1452118,1462063,1465973,1445076,1444350,1456105,1483831,1473525,1481592,1464654,1480583,1448097,1447140,1476951,1492804,1471981,1473887,1478821
46,1494404,1516795,1515834,1532262,1497490,1485072,1514026,1498118,1511724,1527309,1501245,1500989,1503952,1498440,1494829,1501096,1512846,1486599,1499030,1488692,1524353,1524676,1510646,1499755,1496579,1527157,1503322,1519682,1506724,1513514,1515299,1524359,1523686,1505627,1505674,1506550,1501796,1520978,1501636,1524150,1512444,1508624,1527856,1515822,1493949,1481099,0,1518619,1501240,1526615,1513688,1498646,1513534,1502387,1489394,1501259,1501979,1486916,1482958,1493472,1523601,1512961,1516346,1503908,1520297,1486873,1485846,1516491,1531208,1509791,1513329,1518333
